code,Profit contribution,Net interest income,Intermediate income,Deposit and finance daily
6682,257.22,103.84,393.46,9130.9
6683,-3.76,1,1.04,1
6684,55029.26,76933.52,2218,6831005.82
6685,882.94,1099.76,199.1,97561.86
6686,62.36,69.7,78.34,6099.8
6687,515.24,303.28,599.08,26842.94
6688,818.56,457.54,877.22,40537.44
6689,3360.58,2562.24,3464.94,227424.12
6690,550.14,2.86,786.4,165.32
6691,-63.64,1.06,2,6.46
6692,2052.14,1484.04,1365.24,131683.64
6693,904.64,39.02,1081.02,3377.82
6694,246.48,19.24,378.36,1622.4
6695,207.92,9.14,301.04,725.86
6696,49127.28,65097.82,1110.42,104972.2733
6697,229.86,61,378.36,5329.48
6698,404.6,110.16,887.76,9690.86
6699,-90,2.82,51.94,160.84
6700,4618.46,7187.7,48.16,638125.38
6701,364.62,66.42,499.68,5806.88
6702,148.46,12.78,264.7,1047.34
6703,57917.04,108302.48,317.98,9616340.06
6704,740.18,52.06,1838.82,4537.16
6705,61.14,1.08,95.36,9.3
6706,52.56,1.22,94.84,18.04
6707,-52.08,32.56,255.74,2804.62
6708,74.18,9.96,116.38,796.12
6709,4656.12,2450.02,193.44,217454.78
6710,-199.08,3.72,87.82,243.18
6711,20783.72,28992.88,826.92,2574255.46
6712,828.24,318.88,1025.42,28227.36
6713,819.74,13.18,1187.8,1084.18
6714,1084.56,397.36,1665.14,58528.41334
6715,3534717.38,-82035.74,1,1
6716,803.42,208.68,925.56,18440.7
6717,-39.02,1.98,24.08,87.48
6718,-159.16,1,1,73.72
6719,747.72,11.66,1057.6,1070.46
6720,420.86,339.92,1048.22,30093.04
6721,299.08,303.3,144.4,26841.84
6722,2073.22,1915.82,1293.52,170023.04
6723,2684.5,2660.24,1599.88,259453.6334
6724,16784.94,28739.7,1738.78,2551776.66
6725,73.82,43.12,489.72,3741.64
6726,148.88,16.44,246.46,1373.44
6727,691.74,10.66,944.4,857.32
6728,-48,1,1,1.04
6729,428.98,503.1,410.44,44585.76
6730,3940.76,6210.94,787.8,551394.26
6731,1275.92,1300.14,817.76,115356.36
6732,2657144.16,3761806.78,4223.02,334019475.6
6733,1717.38,2119.68,1489.74,188119.26
6734,257.72,39.74,350.08,3441.38
6735,931.64,459.5,870.82,40712.22
6736,1135.18,738.62,944.4,65496.82
6737,6040,4227.54,3221.4,374272.44
6738,-7.98,1,21.98,1.14
6739,709.22,238.46,1074.6,21084.88
6740,-324250.38,128282.44,1397.5,3958.54
6741,864.9,671.72,917.96,59554.96
6742,3625.34,4161.46,1217.94,369420.68
6743,566.62,219.5,912.32,19398.82
6744,856.36,137,1057.56,12075.48
6745,-38.04,1,10.42,1.32
6746,748.16,1314.28,2.88,331492.92
6747,159.5,144.38,470.84,12727.76
6748,699.44,545.72,461.36,48368.86
6749,320.76,55.08,414.88,4802.74
6750,-79.06,1.24,1,31.6
6751,1242.36,119.66,1379.92,10543.26
6752,746.3,129.44,1050.04,11402.5
6753,5988.06,8662.38,567.04,769065.48
6754,607.18,23.24,848.16,1972
6755,1558.44,1734.58,1476.5,153928.36
6756,1435.24,260.98,1716.1,23083.98
6757,40766.62,56430.14,2133.14,5026431.88
6758,-24.04,1,1,1.7
6759,-2.86,1,1.48,1
6760,40.2,3.12,85.9,189.24
6761,-18.96,2.18,1,101.24
6762,1337.76,284.8,1652,25196.42
6763,449.54,21.02,651.94,1780.42
6764,-21.1,1,1,1.52
6765,683.92,5.44,944.36,398.62
6766,8971.4,13052.82,321.76,1158901.88
6767,228313.66,327867.7,5269.36,29112051.44
6768,11.32,170.78,10.44,15078.02
6769,169860.64,228745,1,1
6770,-158.8,1.84,1,102.28
6771,-20.58,14.66,11.28,1213.52
6772,4896.2,5122.66,1584.04,454765.2
6773,318.32,78.44,378.36,6874.46
6774,74761.26,6951.42,21763.48,8219348.46
6775,51.2,20.78,85.92,1757.52
6776,1002.78,699.42,1389.72,62015.42
6777,449.4,5.14,644.68,366.26
6778,58677.38,77701.58,6031.88,6899213.92
6779,2211.8,1734.42,1480.28,153914.72
6780,1015.72,58.06,1557.66,5069.86
6781,220.68,39.68,378.36,3433.52
6782,875.94,54.74,1274.58,4773.56
6783,794.7,1093.36,19.86,96991.12
6784,1027.38,879.06,525.52,77964.58
6785,1447.16,485.48,1679.9,43018.12
6786,-23.24,1.24,1,21.94
6787,-15.82,1.02,1,2.62
6788,959,1300.64,1033.08,115399.66
6789,67.34,1,95.34,1
6790,6931.08,9722.02,67.04,834323.14
6791,132.14,221.82,1,19605.5
6792,414.38,818.68,1,200338.52
6793,641.08,888.82,8.54,78833.12
6794,83266.28,126298.58,4236.86,11338533.4
6795,-225104.64,113983.9,554.68,3058.3
6796,2285.08,3255.98,746.28,289017.78
6797,-29.66,1.02,9.1,2.7
6798,509.68,30.48,680.2,2618.92
6799,49407.38,71956.98,2106.68,6389137.7
6800,2071.76,1057.8,1872.7,93891.94
6801,4372.48,5879.2,473.76,521938.66
6802,1251.9,161.72,2052.02,14271.86
6803,5.4,1,10.44,1
6804,360.92,18.78,623.66,1579.3
6805,388.32,3.94,567.04,264.3
6806,3803.2,4154.22,1806.04,368773.74
6807,640.56,1224.58,2.04,300252.4
6808,39112.86,54407.9,1953.78,4830902.72
6809,3120.66,1698.78,2631.2,150729.18
6810,165.46,23.74,235.32,2020.46
6811,12.38,1.04,38.74,4.52
6812,992.62,665.26,834.96,58980
6813,113724.54,162644.56,1478.4,14441500.28
6814,292815.42,403557.16,1387.82,35832688.22
6815,2094.54,1363.34,2067.12,120966.98
6816,18637.68,16009.14,9934.36,1421561.92
6817,29421.56,18292.24,2428.18,1624142.6
6818,893864.58,1542239.8,482.14,136938973.9
6819,786.54,32.72,1057.56,2818.74
6820,757.68,17.86,1116.04,1499.3
6821,34.16,30.16,170.82,2591.44
6822,858.3,40.82,1242.56,3536.58
6823,1278.28,171.8,1897.26,15162.4
6824,769.2,65.82,1057.56,5754.92
6825,318.68,471.96,1,41815.3
6826,8022.82,10039.7,1321.74,891359.38
6827,139.1,18.78,399.1,1577.66
6828,94.36,131.5,23.28,11585.88
6829,-12.94,1,38.74,1
6830,163.6,88.5,161.38,7769.68
6831,-0.78,1,10.44,1.34
6832,203.06,1.68,317.98,61.56
6833,616.38,695.46,701.04,61663.2
6834,1225.78,437.42,1312.36,38750.28
6835,305.94,44.32,610.68,3846.24
6836,3787.76,1024.34,4627.44,90867.5
6837,1791.44,1805.98,789.68,160270.76
6838,2540.94,2856.12,895.34,253513.72
6839,294.3,37.84,385.9,3269.26
6840,3562.98,2574.46,2623.72,228503.22
6841,2658.16,766.6,3222.9,76312.19334
6842,726.44,39.62,1029.3,3432.64
6843,467.2,187.78,482.14,16584.04
6844,2568.28,3546.22,680.26,314789.24
6845,1145.2,1693.8,642.5,150307.26
6846,6.12,1.02,35.34,2.56
6847,-33.32,3.24,1,201.6
6848,162.46,44.28,455.74,3842.04
6849,961.86,3.26,1668.58,202.58
6850,833.36,574.1,680.32,50887.74
6851,2238.42,606.68,2680.3,53779.32
6852,-2.44,1,1.08,1
6853,94.84,269.82,1,23867.2
6854,1013.44,72.3,1463.26,6328.92
6855,1172.26,514.66,1550.08,45610.74
6856,873.86,564.76,689.68,50061.62
6857,-23.42,1,1,3.2
6858,661.54,318.18,619.88,28164.34
6859,687.8,16.18,944.36,1349.28
6860,714.24,224.28,925.52,19827.38
6861,196.94,34.16,293.46,2944.82
6862,796.66,168.98,925.5,14917.06
6863,614.42,223.54,678.36,19757.44
6864,1581.38,1631.2,567.04,144750.72
6865,89343.02,172215.54,-35689.5,1371192.716
6866,1585.96,2225.82,314.2,197543.98
6867,252.22,87.64,393.46,7691.72
6868,25311.66,42549.5,208.54,3777977.2
6869,457.12,354.42,340.62,31382.98
6870,158.7,166.06,302.94,14654.34
6871,181.42,86.18,510.16,7563.14
6872,13339.14,17778,1529.3,1578936.62
6873,597.8,164.02,776.48,14477.12
6874,69.52,1,95.34,1
6875,98.06,53.7,180.26,4679.22
6876,278.68,25.62,378.36,2189.22
6877,134.94,88.14,138.62,7734.74
6878,12154.4,26164.96,114.52,4560562.64
6879,21.82,1,36.62,1
6880,1141.84,784,950.1,69522.12
6881,273.86,20.52,378.36,1733.56
6882,614.1,148.36,755.58,13082.2
6883,357.3,60.84,689.68,5313.88
6884,-76.9,1.46,1,43.32
6885,-34.26,1.88,1,76.14
6886,2857.4,2849.96,1865.14,252966.66
6887,1431.9,838.68,1293.46,74378.18
6888,87.38,51.44,95.34,4480.34
6889,1186.76,1136.82,648.14,100852.96
6890,4393.46,4244.5,2255.64,376797.24
6891,-56.22,47.28,19.88,4109.82
6892,-63.9,1.1,29.34,9.9
6893,13.08,33.34,5.1,2874.22
6894,28918.4,44811.2,3134.16,3978802.84
6895,-76.56,2.12,1,99.84
6896,3103701.92,1403136.62,1,1
6897,2771.26,3093.5,1312.38,274594.48
6898,232.68,13.2,348.18,1082
6899,-22.76,2.02,1,89.24
6900,-31.6,4.02,20.02,268.86
6901,75.92,1.18,129.48,17
6902,-26.02,2.1,1.3,99.46
6903,4081.78,2690.26,3944.42,238785.22
6904,2881.5,2083.4,2158.04,184901.76
6905,-22.14,8.68,1,682.6
6906,1547.24,696.24,1746.34,61732.96
6907,-1.28,39.78,85.9,3442.54
6908,1679.64,1373.22,1353.84,121845.22
6909,43773.68,59990.38,607.78,5326593.02
6910,1203.92,1319.14,375.1,117039.84
6911,1732.44,2382.56,576.48,211463.44
6912,614.4,461.36,523.64,40874.16
6913,3949.08,5281.96,793.4,468329.24
6914,428.72,114.24,585.78,10053.3
6915,699.68,1.72,1036.86,65.18
6916,52.96,222.92,29.3,19705.62
6917,7552590.36,-223943.36,1,1
6918,-43271.34,22349.42,-5980.14,211758.46
6919,780.06,740.56,680.3,65666.44
6920,295.6,49.08,427.12,4267.94
6921,6068.44,8515.62,25.54,802699.5466
6922,475.76,510.28,378.36,45218.48
6923,7647.56,9460.74,1765.16,839954.7
6924,5771.46,641.5,1972.7,56875.78
6925,257.9,4.78,378.36,335.32
6926,481.32,5.12,718.38,366.18
6927,955.88,1008.78,378.36,89485.3
6928,918.28,318.14,1019.84,28162.4
6929,496.36,36.7,699.06,3166.92
6930,12013.66,2091.98,3225.54,185668.02
6931,-13.98,3.46,1,220.72
6932,7392.26,193763.82,107883.18,92634396.18
6933,3356.7,5207.02,1,462253.22
6934,228,10.14,321.74,813.62
6935,549.3,462.04,378.36,40935.54
6936,1599.44,35.94,2169.42,3105.32
6937,-25,14.26,1,1177
6938,18552.94,9538.76,3376.32,471116.04
6939,1422.98,1620.92,661.44,143836.48
6940,-20.28,1.84,1,81.66
6941,123.5,10.86,210.44,877.18
6942,699.82,8.44,1034.74,660.08
6943,835.88,149.66,1065.1,13199.86
6944,233889.78,380417.98,7834.4,60418110.12
6945,255.28,3.36,378.36,207.96
6946,819.82,116.86,1062.46,10285.86
6947,-6.12,1,1.48,1.04
6948,9050.5,13574.26,944.4,1205201.12
6949,431.44,248.24,599.6,21952.86
6950,-9.42,31.56,1,2714.24
6951,666.6,511.4,506.64,45320.06
6952,312.12,7.28,567,559.64
6953,-6.8,1,16.76,1
6954,-9.84,1,19.86,1
6955,1645.64,695.6,1948.2,61675.58
6956,1435.5,1054.42,1242.52,93533.96
6957,-19.1,1,1,2.66
6958,293.16,48,463.26,4173.02
6959,10495.26,14329.86,401,1272294.18
6960,140.3,7.54,284.02,580.2
6961,-3.96,1,1.1,1
6962,22.42,20.82,55.7,1759.16
6963,3655.96,625.06,4329.32,55411
6964,-37.8,3.04,2.9,179.3
6965,4328.02,4414.42,2125.62,391880.08
6966,1740.22,1999.78,567.04,177477.34
6967,1027.2,489.82,944.4,43407.9
6968,1532775.94,-44494.32,3.64,82878.66
6969,76140.74,119590.72,567.04,197704.2733
6970,68.22,1,95.34,1
6971,259.16,83.02,378.36,7286.54
6972,59876.92,85094.76,1614.2,7555199.4
6973,290710.5,267070.98,85973.5,549749.08
6974,-10.62,22.14,1,1881.08
6975,57.68,8.42,123.64,659.78
6976,310.5,148.32,318,13081.92
6977,2015.98,1137.92,2272.76,100948.38
6978,170.76,5.36,459.54,386.76
6979,559.16,521.4,514.18,46211.36
6980,9984.6,12764.38,1397.24,1133289.2
6981,102.52,16.18,265.18,1350.82
6982,673.92,6.1,944.4,450.64
6983,-79.32,1,1,41.4
6984,287.66,40.72,416.1,3529.82
6985,17.82,13.86,114.2,1143.22
6986,381,136.58,567.04,12041.1
6987,51686.12,74534.3,5579.56,6617987.88
6988,223.2,10.86,378.36,877.54
6989,31.02,1.68,67.32,61.56
6990,62.34,7.34,97.18,564.06
6991,-18.82,4.88,1,344.96
6992,150.84,1,236.84,1
6993,6216.02,287.36,8330.82,25524.32
6994,503.88,13.3,1043.68,1174.48
6995,140.06,1.82,322.76,75.34
6996,1076.36,1378.78,718.04,122336.94
6997,651.18,604.38,378.36,53576.44
6998,75.1,19.68,133.82,1658.62
6999,427.6,21.52,622.24,1823.18
7000,103.56,1,161.38,1.1
7001,6922.68,11027.32,521.74,979053.88
7002,284.06,20.24,425.52,1710.22
7003,-5,1.06,19.86,6.08
7004,471.1,505.34,417.98,44783.44
7005,1307,217.3,1646.26,19207.08
7006,-9.64,1.46,1,35.88
7007,919.86,274.98,1029.3,24330.88
7008,2102.4,1069.92,1776.84,94910.14
7009,3339.56,2102.12,2929.38,192117.4956
7010,-17.46,1,52.74,1.42
7011,1774.7,81.26,2368.58,7128
7012,179.14,174.72,114.46,15425.36
7013,1079.46,336.78,2119.9,29814.48
7014,1625.1,1034.18,1463.26,91740.06
7015,-24.18,1,30,1.28
7016,132.22,198.4,1,17528.28
7017,2202.98,1969.68,1863.24,174805.28
7018,2959.78,3414.68,651.94,303111.48
7019,-51.06,1.04,15.92,4.58
7020,-520148.36,219097.12,2937.54,1558.86
7021,21680.78,9726.22,4930.12,1062309.66
7022,1640.78,986,1840.7,87460.08
7023,20130.6,27119.72,580.24,2407934.42
7024,716.9,468.6,606.66,41525.98
7025,1790.32,1957.76,546.3,173746.36
7026,133.72,15.58,259.68,1294.96
7027,-3.58,2.98,23.64,177.28
7028,75.52,137.8,1,11388.92
7029,-4.72,8.04,1,622
7030,552.66,511.78,567.04,45353.32
7031,1140.88,441.18,1187.78,39083.72
7032,1510.24,520.66,1704.4,46138.88
7033,16457.06,22550.98,567.04,2002264.58
7034,-4.72,1,2.02,1.02
7035,-1.56,1,1.94,1
7036,2505.38,4156.96,1285.92,369017.46
7037,-15,2.96,1,173.24
7038,660.72,257.4,897.22,22749.96
7039,-20.34,1.28,1,26.58
7040,423.86,339.76,389.66,30082.66
7041,908,741.1,1480.26,65716.44
7042,13921.74,20758.2,680.24,1843079.06
7043,181.54,3.56,284.08,232.58
7044,175.78,53.1,240.2,4626.26
7045,533.18,127.84,753.84,11259.76
7046,322.54,193.1,484,17060.78
7047,471.56,286.32,378.36,25337.18
7048,66.14,1.1,191.56,7.92
7049,5394.96,968.42,668.94,85901.06
7050,-37.08,1.56,1.4,51.22
7051,261.42,523.9,1,46429.2
7052,261.08,55.46,445.74,4832.96
7053,2223952.36,3070119.92,1691.56,393738.72
7054,-6.64,5.52,1,400.36
7055,13466.76,9841.02,4678.46,875959.5022
7056,5912.24,1010.06,2201.48,97637.58
7057,22.22,45.82,1,3979.54
7058,-23.42,2.44,1,130.3
7059,432.9,61.06,589.62,5333.26
7060,304407.72,477068.96,13014.96,42359962.78
7061,-20.16,15.38,1,1277.06
7062,729.18,999.62,76.48,88673.64
7063,2107.66,2288.14,623.64,203078.02
7064,42.92,210.12,170.84,18569.04
7065,13889.68,18824.02,1261.34,1671333.86
7066,364.48,563.52,1,44047.46
7067,417.78,17.7,1342.52,1486.3
7068,1491.84,1776.12,567.04,157616.48
7069,-38.2,2.28,125.84,114.88
7070,451.44,326.92,523.64,28936.62
7071,4750.18,5145.06,1495.5,456757.12
7072,1.54,16.98,1,1419.54
7073,3344.32,4301.84,1121.76,405847.58
7074,-18.7,2.56,1,139.56
7075,114.54,1.74,316.86,66.32
7076,-13.28,1,1,2.04
7077,-5.66,1,10.42,1.06
7078,47.94,44.34,180.24,3847.56
7079,-18.36,3,1,179.7
7080,14901.54,5557.48,1965.16,493375.56
7081,101.16,279.38,199.1,24719.74
7082,60.74,1.02,111.36,2.9
7083,1988.14,1,2684.08,1
7084,6249.24,7984.3,846.36,708856.14
7085,13.48,24.36,115.26,2074.12
7086,8.64,1.02,26.92,2.52
7087,222278.38,323976.72,4701.02,33183725.96
7088,282.52,16.82,378.36,1406.68
7089,4.56,1,10.44,1
7090,38553.32,4812.88,1334.98,75616.28
7091,695.38,3.94,944.4,259.58
7092,517.54,43.2,718.04,3745.88
7093,1426.22,325.52,1723.64,28817.78
7094,451.64,7.5,661.34,576.72
7095,6959.98,235.44,7401.88,21119.02
7096,5.3,3.78,25.52,246.3
7097,2108.96,806.42,2136.84,71516.88
7098,230.94,13.62,334.56,1123.02
7099,152581.2,211658.08,4321.38,18806091.56
7100,-21.44,1,1.02,1
7101,685.96,433.4,1538.7,38396.38
7102,11.16,43.44,1,3323.94
7103,-11.66,1.18,1.02,16.48
7104,-20,3.1,1,188.26
7105,4433.44,4483.82,1934.96,398041.9
7106,316.86,23.74,480.24,2022.02
7107,999.76,421.64,944.4,37350.66
7108,1262.38,82.3,2280.26,7213.68
7109,-4.3,8.84,1,695.02
7110,-15.78,1.04,1,3.5
7111,7963.56,9433.3,1691.64,837514.26
7112,1401.76,988.38,1472.72,87672.14
7113,-24.34,1.08,1,8.94
7114,21.62,66.74,2.74,5837.8
7115,1763.3,366.5,2389.72,32451.66
7116,66182.86,88637.14,1133.08,43536.42
7117,-8.34,1.1,1,5.76
7118,2936.02,1684.48,2406.66,149479.62
7119,1449.78,1346.74,1114.18,119489.66
7120,231.64,1.86,369.92,76.06
7121,271.88,91.72,350.04,8054.46
7122,-23.12,1.42,1,33.5
7123,812.14,1,1104.78,1
7124,9075.32,10136.84,2042.58,899984.14
7125,-5.54,24.38,1,2077.68
7126,-23.46,13,8.54,1064.68
7127,648.68,478.94,667.04,42438.52
7128,2781.12,4306.94,1,382333.86
7129,4066.18,5835,1,456832.56
7130,7309.78,9217.24,1859.48,818332.5
7131,-6.3,1.6,28.12,54.72
7132,6492.92,7414.9,2697.4,658299.82
7133,3604.86,3545.62,1348.14,314735.44
7134,-12.14,12.1,119.5,987.36
7135,663.98,316.02,606.2,27967.44
7136,674.44,47.3,1065.48,4108.9
7137,775.76,507,623.62,44926
7138,6.12,1,10.44,1
7139,65.64,3.12,274.64,188.1
7140,557.58,378.76,466,33540.24
7141,-18.44,1.06,1,7.94
7142,1201.38,31.48,1632.7,2704.82
7143,394.5,228.94,584.02,20242.12
7144,597.02,94.52,755.72,8304.32
7145,-0.68,6.6,10.44,495.7
7146,1622.3,1526.36,946.28,135441.22
7147,1055,1044.06,869,92616.62
7148,1255.34,381.48,1772.68,33783.12
7149,1566.64,2408,1,337451.38
7150,1071.22,13.06,1785.12,1071.06
7151,742.62,105.76,1053.88,9302.4
7152,1195.88,696.5,944.4,61757.4
7153,101733.86,141821.34,4723.06,12592556.68
7154,482.4,15.3,661.44,1270.38
7155,452.86,1,614.22,1
7156,-34.78,1.12,1,13.96
7157,-76.58,2.02,1,88.24
7158,-21.32,1,1.08,1.06
7159,68174.26,60560.6,13429.3,714336.12
7160,740.04,14.08,1057.56,1159.8
7161,54.92,369.3,857.66,32714.58
7162,8743.16,4323.74,5128.36,383844.66
7163,627.28,1069.74,19.86,94896.06
7164,-23.62,1.12,76.5,11.24
7165,1296.74,739.2,1161.38,65544.72
7166,784.3,750.6,776.56,66559.8
7167,628.92,645.08,284.06,57189.48
7168,3423.18,1278.74,421.64,113455.86
7169,-23.32,71.3,117.98,6242.4
7170,471.92,18.16,661.44,1522.18
7171,254.04,7.4,369.88,568.16
7172,2956.3,1377.56,3019.86,122226.9
7173,230.68,6.64,644.4,501.82
7174,911.34,232.92,257.6,20648.04
7175,761.46,103.58,1091.92,9109.76
7176,8520.66,11719.88,1576.42,1040549.28
7177,68.5,1,114.2,1.42
7178,30037.02,42044.02,1463.26,3733098.64
7179,-62.12,1.2,1,19.66
7180,979.04,451.24,1081.96,39979.32
7181,1470.1,1210.46,1572.72,107391.9
7182,286,44.22,545.98,3839.96
7183,38.8,69.92,50.04,6122.98
7184,-62.72,2.6,1,139.34
7185,3841.66,4418.1,2348.7,392204.32
7186,774.94,508.1,585.9,45026.72
7187,754.08,383.32,793.46,33946.9
7188,90.12,39.72,164.14,3439.18
7189,35.04,1,76.56,1.66
7190,425.94,68.4,680.2,5985.76
7191,1057311.78,1661179.52,10542.48,214923104.6
7192,183.46,1,265.16,1
7193,1434.62,904.56,1180.24,80231.32
7194,-79.32,1,1,26.44
7195,249.18,93.78,378.36,8241.48
7196,3605,3147.86,2000.44,279420.26
7197,449.64,52.76,591.56,4596.54
7198,1087.04,1551.3,1,95035.46
7199,274.66,43.38,411.4,3763.9
7200,36.48,2.06,85.9,92.82
7201,-15.5,8.84,1,817.94
7202,1280.42,385.4,1695.34,34133.14
7203,45360.98,70267.64,1,11544962.88
7204,16443.24,22228.86,1180.26,1973660.78
7205,130.06,13.1,189.7,1076.64
7206,280.22,26.82,387.8,2290.54
7207,63.66,8.32,292.12,651.92
7208,827.28,194.32,968.9,17164.52
7209,2863.06,3074.98,1070.8,272949
7210,14.06,122.96,1,10829.12
7211,23831.74,22300.7,951.94,5514485.646
7212,30.1,1.28,79.06,24.7
7213,14.2,2.14,131.2,104.6
7214,1084.06,519.36,991.58,46028.5
7215,7881.68,9956.64,567.04,883986.28
7216,90.88,1.26,232.88,23.42
7217,180.94,253.32,16.08,22406.88
7218,4011,3445.98,2283.98,305882.36
7219,-25.28,1,1,1.16
7220,338.94,379,133.08,33563.26
7221,9527.36,12351.4,661.4,1103550.66
7222,640.04,506.1,378.36,44851.06
7223,114.46,1.28,170.82,22.4
7224,487.54,41,680.2,3550.48
7225,11209.92,14896,1087.82,1322561.06
7226,636.7,128.98,1244.9,11366.14
7227,13.42,1.04,101.54,3.68
7228,343.22,3.06,519.94,183.76
7229,-5.98,1,3.3,1
7230,353.84,9.1,628.48,721.32
7231,219.54,1.1,357.72,9.3
7232,807.22,463.3,895.34,41049.02
7233,474.42,5.64,680.2,412.56
7234,216.5,242.36,140.62,21431.46
7235,1228.4,783.38,1038.72,69470.16
7236,6291.46,8942.72,2221.76,793956.22
7237,28.18,1,70.54,1
7238,-3.04,1.02,1,2.46
7239,23255.72,25865.06,7250.4,2296531.38
7240,689.18,294.78,755.74,26085.92
7241,-8.68,1.12,1,11.88
7242,6699.98,340.1,2133.18,30112.3
7243,188.44,17.7,255.72,1482.38
7244,1456.44,169.6,1896.56,14972.74
7245,3305.1,2774.24,2148.28,246240.26
7246,84.5,1,151.94,1
7247,1859.4,1926.9,1031.26,171005.48
7248,1990.62,658.72,2229.32,58401.4
7249,743.5,36.5,1087.74,3152.24
7250,801.94,101.18,1212.28,8896.6
7251,265.78,11.24,378.36,907.82
7252,577.28,298.44,585.9,26409.16
7253,51.96,1,161.38,1.38
7254,279.9,114.14,378.36,10046.1
7255,4538.46,5170.08,1644.46,458977.74
7256,628.88,442.86,425.54,39235
7257,7559.32,10070.48,1265.16,894095.26
7258,29.7,86.92,1,7625.86
7259,-6.96,19.9,23.64,1680.6
7260,105.78,4.46,180.26,308.04
7261,1.04,2.28,16.1,112.82
7262,62928.76,93639,227.4,1870.32
7263,6385.28,8509.72,1661.38,755508.3
7264,2167.28,2810.14,193.44,249429.88
7265,884.92,232.68,1076.48,20571.82
7266,369.9,46.16,499.86,4010.26
7267,473.86,704.52,29.3,62465.72
7268,157.5,1.84,227.56,74.44
7269,364.08,13.44,567.04,1104.44
7270,2643.42,2492.64,1718.06,221241.66
7271,-9.64,1.48,1,40.22
7272,1531.64,1919,381.44,170305.62
7273,13284.14,4587.38,755.34,469798.28
7274,56.62,12.62,185.52,1033.48
7275,-1.34,4.6,1,320.14
7276,5496.1,7059.32,680.2,626724.96
7277,1112.12,266.96,1484.02,23614.54
7278,-8.74,15.52,16.08,1289.74
7279,853.5,146.58,1038.7,12926.34
7280,4288.6,5005.42,1155.8,444353.98
7281,835.36,136.46,1321.78,12028.92
7282,1,6.3,8.54,468.66
7283,-14.68,2.54,1,138.56
7284,1244.24,261.54,589.68,23137.22
7285,833.86,1047.18,567.04,92894.26
7286,1042.5,85.02,1387.8,7459.76
7287,3339.46,3233.2,1727.74,286994.38
7288,651.7,47.48,935.02,4127.7
7289,70.82,1.56,167.04,51.96
7290,1317.88,1189.34,1908.54,105515.24
7291,926.68,249.16,1104.74,22032.88
7292,13074.58,13825.8,2186.62,1227582.62
7293,543.24,788.5,95.34,69922.92
7294,-21.56,1,1,1.26
7295,885.86,213.9,1057.56,18904.86
7296,-70.48,4.14,2.88,278.84
7297,117.58,50.96,466.36,4436.54
7298,2967.96,2226.04,2072.76,197566.84
7299,3.44,6.36,40.62,474.86
7300,25.44,109.8,170.8,9662.72
7301,27582.72,45346.3,1038.7,4026316.68
7302,6496.92,11064.48,1,982353.34
7303,147.54,9.7,267.98,773.92
7304,13318.08,18132.42,2925.54,1609928.36
7305,11.54,1.5,56.3,45.44
7306,-55.9,32.44,1,2792.54
7307,23561.48,36140.88,19.86,3001535.42
7308,408.98,215.18,378.36,19020.38
7309,1708.96,1340.1,1280.26,118902.22
7310,-4.52,1,25.54,1
7311,1411.32,1475.76,516.08,130945.66
7312,702.8,217.68,897.22,19239.06
7313,39015.38,57190.66,2093.44,5078000.82
7314,2627.26,494.7,3434.96,43838.16
7315,24587.26,34629.94,2097.24,3765026.64
7316,233.8,423.42,1,37506.8
7317,286.58,350.88,85.9,31063.8
7318,1815,2026.54,714.2,179854.46
7319,9711.62,13334.08,699.12,1183875.12
7320,3042.96,2370.34,1812.3,220378.56
7321,4517.5,6342.86,85.9,563110.46
7322,82899.02,110831.76,856.1,36047.36
7323,1136.66,1619.74,1,143735.02
7324,240.48,10.2,350.06,815.5
7325,-2.62,1,1,1.04
7326,3829.64,995.84,932.2,88333.42
7327,474.18,19.76,680.2,1662.84
7328,33083.42,53585.44,727.48,4757887.7
7329,0.64,33.1,1,2853.48
7330,2781.8,982.7,3398.34,87169.28
7331,392.58,25.08,565.36,2138.66
7332,962.64,296.52,1072.66,26243.98
7333,8491.58,11071.66,2123.7,982988.56
7334,692.76,467.48,717.94,41421.6
7335,239.94,509.98,48.18,45196.42
7336,4462.74,5197.2,944.4,461385.76
7337,1944.96,655.22,2595.28,58093.92
7338,1543.22,1108.08,1161.38,98303.56
7339,3902.82,5407.66,1,480071.98
7340,123.08,1.42,189.7,38.58
7341,1717.6,282.82,2302.9,25022.2
7342,2787.02,3357.38,442.52,298021.82
7343,114.64,1.5,177.22,46.12
7344,-4.84,1.08,10.44,7.64
7345,159.02,1.5,289.66,46.22
7346,-2.62,1,1.16,1
7347,-10.7,22.6,1,1691.84
7348,139.26,124.78,161.38,10991.94
7349,343.96,276.78,385.9,24486.8
7350,58.9,134.2,23.64,11822.56
7351,14105.86,4404.7,2994.2,392049.96
7352,93.8,1,151.94,1
7353,60.42,106.72,1,9388.42
7354,218.1,54.08,395.34,4710.74
7355,650.18,38.36,986.66,3315.06
7356,654.9,31.3,1054.46,2691.08
7357,-6.96,5.2,1,372.84
7358,55604.48,79164.02,1,7110234.16
7359,448.74,597.82,85.9,52991.98
7360,-7.66,1,1.04,1
7361,288.22,9.4,391.08,747.2
7362,73940.78,98862.9,387.8,16283.32
7363,195.76,164.42,797.12,14512.24
7364,697.48,991.74,1,87972.08
7365,288.94,319.28,395.3,31367.9
7366,2136.28,494.14,2889.7,43788.96
7367,8037.6,9471.7,1447.34,840929.22
7368,557.18,886.76,235.3,78648.66
